评价范围_km2,坐标系,处理前道路要素数,处理后道路要素数,处理前道路长度_km,处理后道路长度_km,道路长度变化率,处理前拓扑节点数,处理后拓扑节点数,处理前拓扑边数,处理后拓扑边数,处理前连通分量数,处理后连通分量数,处理前最大分量占比,处理后最大分量占比,处理前边界外度1节点比例,处理后边界外度1节点比例,输入既有建筑穿越_m,检测到的潜在新增穿越_m,被阻止的新增穿越_m,最终残余新增穿越_m,新增穿越阻止率,缓冲网格接受缺口提案数,空间去重后接受缺口提案数,空间去重后吸附距离_m,网格成功率,运行时间_s,峰值内存_MB
11.886881362626676,EPSG:4547,6722,4090,367.1715320155995,261.9672026578677,-0.28652637850273793,4765,3201,6722,4090,16,16,0.9944419113747752,0.9921933228860076,0.16464995678478825,0.24609882964889468,965.5691397739103,59.80521494517343,59.80521494505702,1.1641532182693479e-10,0.9999999999980534,50,34,99.15333962786593,1.0,53.660149000003,2819.43359375
